Learning Rate,Weight Decay,Epoch,Train Loss,Train RMSE,Val Loss,Val RMSE
0.0001,0.001,1,3.3157837629318236,"tensor(1.8209, dtype=torch.float64)",18.022641439591684,tensor(4.2453)
0.0001,0.001,2,3.373775057857101,"tensor(1.8368, dtype=torch.float64)",29.57059628732743,tensor(5.4379)
0.0001,0.001,3,3.317221354793858,"tensor(1.8213, dtype=torch.float64)",24.85594872120888,tensor(4.9856)
0.0001,0.001,4,3.1978916616053197,"tensor(1.7883, dtype=torch.float64)",23.463773735107914,tensor(4.8439)
0.0001,0.001,5,3.2496179690232148,"tensor(1.8027, dtype=torch.float64)",32.33502929056844,tensor(5.6864)
0.0001,0.001,6,3.227912096719484,"tensor(1.7966, dtype=torch.float64)",26.067346572875977,tensor(5.1056)
0.0001,0.001,7,3.1825406454704903,"tensor(1.7840, dtype=torch.float64)",25.14864388588936,tensor(5.0148)
0.0001,0.001,8,3.139683342946542,"tensor(1.7719, dtype=torch.float64)",23.124662730001635,tensor(4.8088)
0.0001,0.001,9,3.0896846468384203,"tensor(1.7577, dtype=torch.float64)",16.984029146932787,tensor(4.1212)
0.0001,0.001,10,3.0450372782913413,"tensor(1.7450, dtype=torch.float64)",17.823213973352985,tensor(4.2218)
0.0001,0.001,11,3.089752233350599,"tensor(1.7578, dtype=torch.float64)",18.96285052453318,tensor(4.3546)
0.0001,0.001,12,3.162294775730855,"tensor(1.7783, dtype=torch.float64)",21.112586529024185,tensor(4.5948)
0.0001,0.001,13,3.037437541098208,"tensor(1.7428, dtype=torch.float64)",20.496832528421955,tensor(4.5273)
0.0001,0.001,14,2.9368029581533897,"tensor(1.7137, dtype=torch.float64)",28.692660458626285,tensor(5.3566)
0.0001,0.001,15,3.1121590421006484,"tensor(1.7641, dtype=torch.float64)",26.157134209909746,tensor(5.1144)
0.0001,0.001,16,2.9468036661276944,"tensor(1.7166, dtype=torch.float64)",67.60873977599606,tensor(8.2225)
0.0001,0.001,17,3.167293264092626,"tensor(1.7797, dtype=torch.float64)",19.129944801330566,tensor(4.3738)
0.0001,0.001,18,2.899101287609822,"tensor(1.7027, dtype=torch.float64)",19.313276306275398,tensor(4.3947)
0.0001,0.001,19,2.915075096568546,"tensor(1.7074, dtype=torch.float64)",24.748439119708152,tensor(4.9748)
0.0001,0.001,20,2.898764183392396,"tensor(1.7026, dtype=torch.float64)",18.07671167004493,tensor(4.2517)
0.0001,0.001,21,2.8946897178082853,"tensor(1.7014, dtype=torch.float64)",15.537863716002434,tensor(3.9418)
0.0001,0.001,22,2.8448153747094644,"tensor(1.6867, dtype=torch.float64)",31.80798819757277,tensor(5.6399)
0.0001,0.001,23,2.828615542360254,"tensor(1.6818, dtype=torch.float64)",40.66704323214869,tensor(6.3771)
0.0001,0.001,24,2.901566182278298,"tensor(1.7034, dtype=torch.float64)",15.183408194972623,tensor(3.8966)
0.0001,0.001,25,2.7798116197457183,"tensor(1.6673, dtype=torch.float64)",32.46434069448902,tensor(5.6977)
0.0001,0.001,26,2.762219856558619,"tensor(1.6620, dtype=torch.float64)",65.17859752716556,tensor(8.0733)
0.0001,0.001,27,2.8094978374403876,"tensor(1.6762, dtype=torch.float64)",22.410374502981863,tensor(4.7340)
0.0001,0.001,28,2.8095192071553825,"tensor(1.6762, dtype=torch.float64)",19.40045972024241,tensor(4.4046)
0.0001,0.001,29,2.753879487514496,"tensor(1.6595, dtype=torch.float64)",20.876044427194902,tensor(4.5690)
0.0001,0.001,30,2.6884580947257377,"tensor(1.6397, dtype=torch.float64)",17.91972582955514,tensor(4.2332)
0.0001,0.001,31,2.670299985279908,"tensor(1.6341, dtype=torch.float64)",30.688835574734597,tensor(5.5398)
0.0001,0.001,32,2.7316920895834227,"tensor(1.6528, dtype=torch.float64)",16.693087450919613,tensor(4.0857)
0.0001,0.001,33,2.6090266501581345,"tensor(1.6152, dtype=torch.float64)",16.90798646211624,tensor(4.1119)
0.0001,0.001,34,2.6416566735989337,"tensor(1.6253, dtype=torch.float64)",19.630653800502902,tensor(4.4306)
0.0001,0.001,35,2.684773420643162,"tensor(1.6385, dtype=torch.float64)",22.70108479069125,tensor(4.7646)
0.0001,0.001,36,2.6411652606886786,"tensor(1.6252, dtype=torch.float64)",19.642677503247416,tensor(4.4320)
0.0001,0.001,37,2.7984197710011456,"tensor(1.6728, dtype=torch.float64)",36.554236719685214,tensor(6.0460)
0.0001,0.001,38,2.613569343734432,"tensor(1.6167, dtype=torch.float64)",20.211516522592113,tensor(4.4957)
